"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"Zack Greinke",28,"SP","Vet",13500000,0,0,13500000,13500000,12.17,0
"Rickie Weeks",29,"1B","Vet",1e+07,1e+06,0,1.1e+07,1.1e+07,9.92,0
"Randy Wolf",35,"SP","Vet",9500000,0,0,9500000,9500000,8.57,0
"Corey Hart",30,"RF","Vet",9e+06,333333,0,9333333,9333333,8.42,0
"Francisco Rodriguez",30,"RP","",8e+06,0,0,8e+06,8e+06,7.21,0
"Shaun Marcum",30,"SP","Arb 3",7725000,0,0,7725000,7725000,6.97,0
"Ryan Braun",28,"LF","Arb 3",6e+06,1e+06,0,7e+06,7e+06,6.31,0
"Aramis Ramirez",34,"3B","Vet",6e+06,0,0,6e+06,6e+06,5.41,0
"Yovani Gallardo",26,"RP","Arb 2",5500000,250000,0,5750000,5750000,5.18,0
"Alex Gonzalez",35,"SS","Vet",3500000,0,0,3500000,3500000,3.16,0
"Norichika Aoki",30,"LF","Pre-Arb",1e+06,0,1675000,2675000,2675000,2.41,0
"Nyjer Morgan",31,"CF","Arb 1",2350000,0,0,2350000,2350000,2.12,0
"Kameron Loe",30,"RP","Arb 2",2175000,0,0,2175000,2175000,1.96,0
"Jose Veras",31,"RP","Arb 2",2e+06,0,0,2e+06,2e+06,1.8,0
"Carlos Gomez",26,"CF","Arb 3",1962500,0,25000,1987500,1987500,1.79,0
"Manny Parra",29,"RP","Arb 2",1200000,0,0,1200000,1200000,1.08,0
"Cesar Izturis",32,"SS","Vet",875000,0,0,875000,875000,0.79,0
"Jonathan Lucroy",26,"C","Pre-Arb",5e+05,1e+05,0,6e+05,6e+05,0.54,0
"John Axford",29,"RP","Pre-Arb",525000,0,0,525000,525000,0.47,0
"Travis Ishikawa",28,"1B","Pre-Arb",525000,0,0,525000,525000,0.47,0
"Chris Narveson",30,"RP","Pre-Arb",5e+05,0,0,5e+05,5e+05,0.45,0
"Marco Estrada",28,"SP","Pre-Arb",486000,0,0,486000,486000,0.44,0
"Tim Dillard",28,"RP","Pre-Arb",482000,0,0,482000,482000,0.43,0
"Mat Gamel",26,"1B","Pre-Arb",481000,0,0,481000,481000,0.43,0
"Brandon Kintzler",27,"RP","Pre-Arb",481000,0,0,481000,481000,0.43,0
"Jeff Bianchi",25,"2B","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Miguel De Los Santos",23,"RP","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Eric Farris",26,"2B","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Michael Fiers",27,"SP","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Caleb Gindl",23,"LF","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Taylor Green",25,"3B","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Johnny Hellweg",23,"RP","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Jim Henderson",29,"RP","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Erik Komatsu",24,"CF","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Martin Maldonado",25,"C","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Santo Manzanillo",23,"RP","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Edwin Maysonet",30,"2B","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Wily Peralta",23,"SP","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Juan Perez",33,"RP","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Mark Rogers",26,"RP","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Cody Scarpetta",23,"RP","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Logan Schafer",25,"LF","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Jean Segura",22,"SS","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Josh Stinson",24,"RP","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Tyler Thornburg",23,"RP","Pre-Arb",480000,0,0,480000,480000,0.43,0
"Fautino De Los Santos",26,"RP","Pre-Arb",482500,0,0,482500,176653,0.16,0
"Yorbit Torrealba",33,"C","Vet",480000,0,0,480000,34098,0.03,0
