"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"Jayson Werth",34,"LF","Vet",1.6e+07,571428,0,16571428,16571428,14.18,0
"Ryan Zimmerman",28,"1B","Vet",1.4e+07,1e+05,175000,14275000,14275000,12.21,0
"Dan Haren",32,"SP","Vet",1.3e+07,0,0,1.3e+07,1.3e+07,11.12,0
"Rafael Soriano",33,"RP","Vet",1.1e+07,0,0,1.1e+07,1.1e+07,9.41,0
"Adam LaRoche",33,"DH","Vet",1e+07,0,0,1e+07,1e+07,8.56,0
"Gio Gonzalez",27,"SP","Arb 1",6250000,1e+05,0,6350000,6350000,5.43,0
"Jordan Zimmermann",27,"SP","Arb 1",5350000,0,0,5350000,5350000,4.58,0
"Denard Span",29,"CF","Vet",4750000,0,0,4750000,4750000,4.06,0
"Tyler Clippard",28,"RP","Arb 2",4e+06,0,0,4e+06,4e+06,3.42,0
"Stephen Strasburg",24,"SP","Pre-Arb",3900000,0,0,3900000,3900000,3.34,0
"Ian Desmond",27,"LF","Arb 1",3800000,0,0,3800000,3800000,3.25,0
"Drew Storen",25,"RP","Arb 1",2500000,0,0,2500000,2500000,2.14,0
"Ross Detwiler",27,"SP","Arb 1",2337500,0,0,2337500,2337500,2,0
"Bryce Harper",20,"RF","Pre-Arb",750000,1250000,0,2e+06,2e+06,1.71,0
"Anthony Rendon",23,"3B","Pre-Arb",3e+05,1500000,0,1800000,1800000,1.54,0
"Scott Hairston",33,"RF","Vet",2500000,0,0,2500000,1161202,0.99,0
"Matt Purke",22,"RP","Pre-Arb",350000,687500,0,1037500,1037500,0.89,0
"Chad Tracy",33,"1B","Vet",1e+06,0,0,1e+06,1e+06,0.86,0
"Craig Stammen",29,"RP","Arb 1",875000,0,0,875000,875000,0.75,0
"Danny Espinosa",26,"SS","Pre-Arb",526250,0,0,526250,526250,0.45,0
"Ryan Mattheus",29,"RP","Pre-Arb",504500,0,0,504500,504500,0.43,0
"Steve Lombardozzi",24,"2B","Pre-Arb",501250,0,0,501250,501250,0.43,0
"Wilson Ramos",25,"C","Pre-Arb",501250,0,0,501250,501250,0.43,0
"Fernando Abad",27,"RP","Pre-Arb",490000,0,0,490000,356120,0.3,0
"Tyler Moore",26,"1B","Pre-Arb",493000,0,0,493000,344830,0.3,0
"Tyler Robertson",25,"RP","Pre-Arb",497500,0,0,497500,315355,0.27,0
"Ross Ohlendorf",30,"RP","Arb 2",490000,0,0,490000,297213,0.25,0
"Ian Krol",22,"RP","Pre-Arb",490000,0,0,490000,289180,0.25,0
"Jhonatan Solano",27,"C","Pre-Arb",490000,0,0,490000,273114,0.23,0
"Taylor Jordan",24,"SP","Pre-Arb",490000,0,0,490000,251693,0.22,0
"Jeff Kobernus",25,"2B","Pre-Arb",490000,0,0,490000,166010,0.14,0
"Tanner Roark",26,"SP","Pre-Arb",490000,0,0,490000,149945,0.13,0
"Xavier Cedeno",26,"RP","Pre-Arb",495900,0,0,495900,121942,0.1,0
"Erik Davis",26,"RP","Pre-Arb",490000,0,0,490000,120491,0.1,0
"Eury Perez",23,"LF","Pre-Arb",490000,0,0,490000,104426,0.09,0
"Sandy Leon",24,"C","Pre-Arb",490000,0,0,490000,80327,0.07,0
"Corey Brown",27,"CF","Pre-Arb",490000,0,0,490000,74972,0.06,0
"Zach Walters",23,"LF","Pre-Arb",490000,0,0,490000,74972,0.06,0
