"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"Matt Cain",29,"RP","Vet",2e+07,833333,0,20833333,20833333,12.16,0
"Tim Lincecum",30,"RP","Vet",1.7e+07,0,0,1.7e+07,1.7e+07,9.92,0
"Hunter Pence",31,"LF","Vet",1.6e+07,0,25000,16025000,16025000,9.35,0
"Buster Posey",27,"C","Arb 2",10500000,777777,50000,11327777,11327777,6.61,0
"Tim Hudson",38,"SP","Vet",1.1e+07,0,25000,11025000,11025000,6.43,0
"Angel Pagan",32,"LF","Vet",9e+06,1250000,0,10250000,10250000,5.98,0
"Pablo Sandoval",27,"3B","Arb 3",8250000,0,0,8250000,8250000,4.82,0
"Marco Scutaro",38,"2B","Vet",6e+06,666667,0,6666667,6666667,3.89,0
"Sergio Romo",31,"RP/CL","Arb 3",5500000,0,8e+05,6300000,6300000,3.68,0
"Mike Morse",32,"LF","Vet",6e+06,0,0,6e+06,6e+06,3.5,0
"Jeremy Affeldt",35,"RP","Vet",5e+06,1e+06,0,6e+06,6e+06,3.5,0
"Ryan Vogelsong",36,"SP","Vet",5e+06,0,0,5e+06,5e+06,2.92,0
"Santiago Casilla",33,"RP","Vet",4500000,0,0,4500000,4500000,2.63,0
"Javier Lopez",36,"RP","Vet",4e+06,0,0,4e+06,4e+06,2.33,0
"Madison Bumgarner",24,"SP","Arb 1",3750000,2e+05,50000,4e+06,4e+06,2.33,0
"Brandon Belt",26,"1B","Pre-Arb",2900000,0,0,2900000,2900000,1.69,0
"Jake Peavy",33,"RP","Vet",14500000,0,0,14500000,2575136,1.5,0
"Gregor Blanco",30,"RF","Arb 2",2525000,0,0,2525000,2525000,1.47,0
"Joaquin Arias",29,"SS","Arb 2",1150000,0,0,1150000,1150000,0.67,0
"J.C. Gutierrez",30,"RP","Arb 2",850000,0,0,850000,850000,0.5,0
"Yusmeiro Petit",29,"RP","Arb 1",845000,0,0,845000,845000,0.49,0
"Brandon Crawford",27,"SS","Pre-Arb",560000,0,0,560000,560000,0.33,0
"Hector Sanchez",24,"C","Pre-Arb",512000,0,0,512000,512000,0.3,0
"Jean Machi",32,"RP","Pre-Arb",505000,0,0,505000,505000,0.29,0
"Ehire Adrianza",24,"SS","Pre-Arb",500500,0,0,500500,500500,0.29,0
"Tyler Colvin",28,"RP","Arb 2",1e+06,0,0,1e+06,448087,0.26,0
"Juan Perez",27,"LF","Pre-Arb",501000,0,0,501000,320311,0.19,0
"Brandon Hicks",28,"2B","Pre-Arb",525000,0,0,525000,295491,0.17,0
"Joe Panik",23,"2B","Pre-Arb",5e+05,0,0,5e+05,273224,0.16,0
"Andrew Susac",24,"C","Pre-Arb",5e+05,0,0,5e+05,177595,0.1,0
"Travis Ishikawa",30,"1B","Arb 1",5e+05,0,0,5e+05,169398,0.1,0
"George Kontos",29,"RP","Pre-Arb",5e+05,0,0,5e+05,166666,0.1,0
"Adam Duvall",25,"LF","Pre-Arb",5e+05,0,0,5e+05,161202,0.09,0
"Matt Duffy",23,"3B","Pre-Arb",5e+05,0,0,5e+05,158469,0.09,0
"Chris Dominguez",27,"LF","Pre-Arb",5e+05,0,0,5e+05,76502,0.04,0
"Mike Kickham",25,"RP","Pre-Arb",5e+05,0,0,5e+05,76502,0.04,0
"Hunter Strickland",25,"RP/CL","Pre-Arb",5e+05,0,0,5e+05,76502,0.04,0
"Chris Heston",26,"RP","Pre-Arb",5e+05,0,0,5e+05,73770,0.04,0
"Gary Brown",25,"LF","Pre-Arb",5e+05,0,0,5e+05,71038,0.04,0
"Erik Cordier",28,"RP","Pre-Arb",5e+05,0,0,5e+05,71038,0.04,0
"Tony Abreu",29,"2B","Arb 1",5e+05,0,0,5e+05,16393,0.01,0
"Jarrett Parker",25,"RF","Pre-Arb",5e+05,0,0,5e+05,2732,0,0
