"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"Alex Gordon",32,"LF","Vet",1.2e+07,0,0,1.2e+07,1.2e+07,8.48,"18,000,000"
"Kendrys Morales",33,"DH","Vet",9e+06,0,650000,9650000,9650000,6.82,"8,500,000"
"Edinson Volquez",32,"SP","Vet",9500000,0,0,9500000,9500000,6.71,"10,000,000"
"Jason Vargas",33,"SP","Vet",8500000,0,0,8500000,8500000,6,"8,000,000"
"Eric Hosmer",26,"1B","Arb 2",8250000,0,1e+05,8350000,8350000,5.9,"6,950,000"
"Wade Davis",30,"RP/CL","Vet",8e+06,0,25000,8025000,8025000,5.67,"3,150,000"
"Ian Kennedy",31,"SP","Vet",7500000,0,0,7500000,7500000,5.3,"14,000,000"
"Joakim Soria",32,"RP","Vet",7e+06,0,0,7e+06,7e+06,4.94,"8,333,333"
"Lorenzo Cain",30,"CF","Arb 2",6500000,0,0,6500000,6500000,4.59,"8,750,000"
"Alcides Escobar",29,"SS","Vet",5250000,0,0,5250000,5250000,3.71,"2,625,000"
"Chris Young",37,"RP","Vet",4250000,0,250000,4500000,4500000,3.18,"5,750,000"
"Danny Duffy",27,"SP","Arb 2",4225000,0,0,4225000,4225000,2.98,"4,225,000"
"Kelvin Herrera",26,"RP","Arb 2",2550000,0,0,2550000,2550000,1.8,"2,075,000"
"Dillon Gee",30,"RP","Arb 2",2e+06,0,0,2e+06,2e+06,1.41,"2,000,000"
"Salvador Perez",26,"C","Vet",2e+06,0,0,2e+06,2e+06,1.41,"8,750,000"
"Jarrod Dyson",31,"RF","Arb 2",1725000,0,0,1725000,1725000,1.22,"1,725,000"
"Yordano Ventura",25,"SP","Pre-Arb",1e+06,2e+05,0,1200000,1200000,0.85,"4,800,000"
"Drew Butera",32,"C","Arb 3",1162500,0,12500,1175000,1175000,0.83,"1,162,500"
"Tony Cruz",29,"C","Arb 2",975000,0,0,975000,975000,0.69,"975,000"
"Paulo Orlando",30,"RF","Pre-Arb",514250,0,0,514250,514250,0.36,"514,250"
"Cheslor Cuthbert",23,"3B","Pre-Arb",509425,0,0,509425,409248,0.29,"509,425"
"Peter Moylan",37,"RP","Vet",507500,0,0,507500,390993,0.28,"507,500"
"Brian Flynn",26,"RP","Pre-Arb",515950,0,0,515950,372108,0.26,"515,950"
"Christian Colon",27,"2B","Pre-Arb",518425,0,0,518425,356958,0.25,"518,425"
"Whit Merrifield",27,"2B","Pre-Arb",507500,0,0,507500,277300,0.2,"507,500"
"Daniel Nava",33,"LF","Arb 2",1375000,0,0,1375000,202878,0.14,"1,375,000"
"Adalberto Mondesi",20,"SS","Pre-Arb",507500,0,0,507500,191337,0.14,"507,500"
"Scott Alexander",26,"RP","Pre-Arb",508800,0,0,508800,180700,0.13,"508,800"
"Matthew Strahm",24,"RP","Pre-Arb",507500,0,0,507500,177472,0.13,"507,500"
"Terrance Gore",25,"LF","Pre-Arb",508500,0,0,508500,175077,0.12,"508,500"
"Billy Burns",26,"CF","Pre-Arb",512500,0,0,512500,170861,0.12,"512,500"
"Brooks Pounders",25,"RP","Pre-Arb",507500,0,0,507500,141423,0.1,"507,500"
"Hunter Dozier",24,"1B","Pre-Arb",507500,0,0,507500,85963,0.06,"507,500"
"Kevin McCarthy",24,"RP","Pre-Arb",507500,0,0,507500,74871,0.05,"507,500"
"Alec Mills",24,"RP","Pre-Arb",507500,0,0,507500,2773,0,"507,500"
