"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"Scott Feldman",31,"SP","Vet",1.2e+07,0,0,1.2e+07,1.2e+07,23.22,0
"Dexter Fowler",28,"CF","Arb 3",7350000,5e+05,0,7850000,7850000,15.19,0
"Chad Qualls",35,"RP","Vet",2750000,0,0,2750000,2750000,5.32,0
"Jason Castro",27,"C","Arb 1",2450000,0,0,2450000,2450000,4.74,0
"Matt Albers",31,"RP","Vet",2250000,0,0,2250000,2250000,4.35,0
"Jon Singleton",22,"1B","Pre-Arb",1500000,0,0,1500000,1500000,2.9,0
"Jose Altuve",24,"2B","Pre-Arb",1250000,187500,25000,1462500,1462500,2.83,0
"Jesus Guzman",30,"1B","Arb 1",1300000,0,0,1300000,1300000,2.52,0
"Alex Presley",28,"LF","Pre-Arb",511500,0,0,511500,511500,0.99,0
"Matt Dominguez",24,"3B","Pre-Arb",510100,0,0,510100,510100,0.99,0
"Chris Carter",27,"1B","Pre-Arb",510000,0,0,510000,510000,0.99,0
"Dallas Keuchel",26,"SP","Pre-Arb",508700,0,0,508700,508700,0.98,0
"Josh Fields",28,"RP","Pre-Arb",506500,0,0,506500,506500,0.98,0
"Carlos Corporan",30,"C","Pre-Arb",505300,0,0,505300,505300,0.98,0
"Anthony Bass",26,"RP","Pre-Arb",505200,0,0,505200,505200,0.98,0
"Marwin Gonzalez",25,"LF","Pre-Arb",504500,0,0,504500,504500,0.98,0
"Brad Peacock",26,"SP","Pre-Arb",504300,0,0,504300,476742,0.92,0
"George Springer",24,"RF","Pre-Arb",5e+05,0,0,5e+05,450819,0.87,0
"Collin McHugh",27,"SP","Pre-Arb",5e+05,0,0,5e+05,434426,0.84,0
"Jose Cisnero",25,"RP","Pre-Arb",5e+05,0,0,5e+05,426229,0.82,0
"Tony Sipp",30,"RP","Arb 2",5e+05,0,0,5e+05,407103,0.79,0
"Darin Downs",29,"RP","Pre-Arb",5e+05,0,0,5e+05,401639,0.78,0
"L.J. Hoes",24,"CF","Pre-Arb",502900,0,0,502900,373739,0.72,0
"Brett Oberholtzer",24,"RP","Pre-Arb",503600,0,0,503600,366004,0.71,0
"Marc Krauss",26,"LF","Pre-Arb",502300,0,0,502300,365059,0.71,0
"Robbie Grossman",24,"LF","Pre-Arb",504500,0,0,504500,358387,0.69,0
"Jonathan Villar",23,"SS","Pre-Arb",503800,0,0,503800,333113,0.64,0
"Jose Veras",33,"RP","Vet",5e+05,0,0,5e+05,256830,0.5,0
"Jake Buchanan",24,"RP","Pre-Arb",5e+05,0,0,5e+05,215846,0.42,0
"Kevin Chapman",26,"RP","Pre-Arb",503400,0,0,503400,176052,0.34,0
"Alex White",25,"RP","Pre-Arb",502000,0,0,502000,172819,0.33,0
"Michael Fiers",29,"SP","Pre-Arb",5e+05,0,0,5e+05,166666,0.32,0
"Jake Marisnick",23,"CF","Pre-Arb",5e+05,0,0,5e+05,163934,0.32,0
"Mike Foltynewicz",22,"SP","Pre-Arb",5e+05,0,0,5e+05,161202,0.31,0
"Samuel Deduno",30,"RP","Pre-Arb",520000,0,0,520000,85245,0.16,0
"Jorge De Leon",0,"RP","Pre-Arb",5e+05,0,0,5e+05,73770,0.14,0
"Max Stassi",23,"C","Pre-Arb",5e+05,0,0,5e+05,73770,0.14,0
"Nicholas Tropeano",23,"SP","Pre-Arb",5e+05,0,0,5e+05,73770,0.14,0
