"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"Alex Rodriguez",38,"DH","Vet",2.8e+07,1e+06,0,2.9e+07,2.9e+07,12.12,0
"C.C. Sabathia",32,"SP","Vet",2.3e+07,1285714,0,24285714,24285714,10.15,0
"Mark Teixeira",33,"1B","Vet",22500000,625000,0,23125000,23125000,9.66,0
"Derek Jeter",39,"SS","Vet",1.7e+07,0,0,1.7e+07,1.7e+07,7.1,0
"Robinson Cano",30,"2B","Vet",1.5e+07,0,0,1.5e+07,1.5e+07,6.27,0
"Curtis Granderson",32,"RF","Vet",1.5e+07,0,0,1.5e+07,1.5e+07,6.27,0
"Hiroki Kuroda",38,"SP","Pre-Arb",1.5e+07,0,0,1.5e+07,1.5e+07,6.27,0
"Andy Pettitte",41,"SP","Vet",1.2e+07,0,0,1.2e+07,1.2e+07,5.01,0
"Vernon Wells",34,"LF","Vet",2.1e+07,3187500,0,24187500,11500000,4.81,0
"Mariano Rivera",43,"RP","Vet",1e+07,0,0,1e+07,1e+07,4.18,0
"Phil Hughes",27,"RP","Arb 3",7150000,0,0,7150000,7150000,2.99,0
"Ichiro Suzuki",39,"RF","Vet",6500000,0,0,6500000,6500000,2.72,0
"Boone Logan",28,"RP","Arb 4",3150000,0,0,3150000,3150000,1.32,0
"David Robertson",28,"RP","Arb 2",3100000,0,0,3100000,3100000,1.3,0
"Brett Gardner",29,"LF","Arb 2",2850000,0,150000,3e+06,3e+06,1.25,0
"Joba Chamberlain",27,"RP","Arb 3",1875000,0,275000,2150000,2150000,0.9,0
"Alfonso Soriano",37,"DH","Vet",1.8e+07,0,0,1.8e+07,1800000,0.75,0
"Lyle Overbay",36,"1B","Vet",1250000,0,0,1250000,1250000,0.52,0
"Ben Francisco",31,"LF","Arb 3",1100000,0,0,1100000,1100000,0.46,0
"Shawn Kelley",29,"RP","Arb 1",935000,0,0,935000,935000,0.39,0
"Eduardo Nunez",26,"SS","Pre-Arb",533300,0,0,533300,533300,0.22,0
"Francisco Cervelli",27,"C","Pre-Arb",515350,0,0,515350,515350,0.22,0
"Chris Stewart",31,"C","Pre-Arb",515100,0,0,515100,515100,0.22,0
"David Phelps",26,"RP","Pre-Arb",512425,0,0,512425,512425,0.21,0
"Ivan Nova",26,"SP","Pre-Arb",575600,0,0,575600,500111,0.21,0
"Adam Warren",25,"RP","Pre-Arb",490525,0,0,490525,479803,0.2,0
"Austin Romine",24,"C","Pre-Arb",490000,0,0,490000,417704,0.17,0
"Brendan Ryan",31,"1B","Arb 3",3250000,0,0,3250000,372950,0.16,0
"Preston Claiborne",25,"RP","Pre-Arb",490000,0,0,490000,372185,0.16,0
"Zoilo Almonte",24,"LF","Pre-Arb",490000,0,0,490000,278469,0.12,0
"David Adams",26,"2B","Pre-Arb",490000,0,0,490000,254371,0.11,0
"Cesar Cabral",24,"RP","Pre-Arb",490000,0,0,490000,198142,0.08,0
"Vidal Nuno",25,"RP","Pre-Arb",490000,0,0,490000,152622,0.06,0
"David Huff",28,"RP","Pre-Arb",493600,0,0,493600,127380,0.05,0
"Mark Reynolds",29,"3B","Vet",490000,0,0,490000,120491,0.05,0
"Dellin Betances",25,"RP","Pre-Arb",490000,0,0,490000,104426,0.04,0
"Alberto Gonzalez",30,"SS","Arb 2",490000,0,0,490000,99071,0.04,0
"Brett Marshall",23,"SP","Pre-Arb",490000,0,0,490000,88360,0.04,0
"John Ryan Murphy",22,"C","Pre-Arb",490000,0,0,490000,80327,0.03,0
