"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"Freddy Galvis",27,"SS","Arb 2",4350000,0,0,4350000,4350000,4.18,"4,350,000"
"Andres Blanco",33,"SS","Vet",3e+06,0,0,3e+06,3e+06,2.88,"3,000,000"
"Cesar Hernandez",27,"2B","Arb 1",2550000,0,0,2550000,2550000,2.45,"2,550,000"
"Kevin Siegrist",27,"RP","Arb 1",1637500,0,0,1637500,1637500,1.57,"1,637,500"
"Odubel Herrera",25,"CF","Pre-Arb",1250000,350000,0,1600000,1600000,1.54,"6,100,000"
"Hyun-soo Kim",29,"LF","Pre-Arb",4200000,0,0,4200000,1491165,1.43,"3,500,000"
"Cameron Rupp",28,"C","Pre-Arb",565000,0,0,565000,565000,0.54,"565,000"
"Maikel Franco",24,"3B","Pre-Arb",560000,0,0,560000,560000,0.54,"560,000"
"Hector Neris",28,"RP","Pre-Arb",557500,0,0,557500,557500,0.54,"557,500"
"Aaron Nola",24,"SP","Pre-Arb",544000,0,0,544000,544000,0.52,"544,000"
"Tommy Joseph",25,"1B","Pre-Arb",543000,0,0,543000,543000,0.52,"543,000"
"Aaron Altherr",26,"RF","Pre-Arb",538500,0,0,538500,538500,0.52,"538,500"
"Andrew Knapp",25,"C","Pre-Arb",535000,0,0,535000,535000,0.51,"535,000"
"Luis Garcia",30,"RP","Pre-Arb",535000,0,0,535000,470603,0.45,"535,000"
"Ty Kelly",28,"3B","Pre-Arb",537208,0,0,537208,437464,0.42,"537,208"
"Edubray Ramos",24,"RP","Pre-Arb",540000,0,0,540000,427895,0.41,"540,000"
"Adam Morgan",27,"RP","Pre-Arb",539000,0,0,539000,400520,0.39,"539,000"
"Mark Leiter",26,"SP","Pre-Arb",535000,0,0,535000,391682,0.38,"535,000"
"Nick Pivetta",24,"SP","Pre-Arb",535000,0,0,535000,374144,0.36,"535,000"
"Hoby Milner",26,"RP","Pre-Arb",535000,0,0,535000,303992,0.29,"535,000"
"Nick Williams",23,"RF","Pre-Arb",535000,0,0,535000,274762,0.26,"535,000"
"Cameron Perkins",26,"OF","Pre-Arb",535000,0,0,535000,251378,0.24,"535,000"
"Ricardo Pinto",23,"RP","Pre-Arb",535000,0,0,535000,245532,0.24,"535,000"
"Ben Lively",25,"SP","Pre-Arb",535000,0,0,535000,233840,0.22,"535,000"
"Jorge Alfaro",24,"C","Pre-Arb",535000,0,0,535000,172457,0.17,"535,000"
"Rhys Hoskins",24,"LF","Pre-Arb",535000,0,0,535000,154919,0.15,"535,000"
"Jake Thompson",23,"RP","Pre-Arb",535000,0,0,535000,128612,0.12,"535,000"
"Yacksel Rios",24,"P","Pre-Arb",535000,0,0,535000,119843,0.12,"535,000"
"J.P. Crawford",22,"SS","Pre-Arb",535000,0,0,535000,78921,0.08,"535,000"
"Henderson Alvarez",27,"SP","Arb 3",750000,0,0,750000,77862,0.07,"750,000"
"Zac Curtis",24,"RP","Pre-Arb",535000,0,0,535000,61383,0.06,"535,000"
"Victor Arano",22,"RP","Pre-Arb",535000,0,0,535000,58460,0.06,"535,000"
